date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:53	66/66	---M--	200	added ('OK')	text/plain	date:Fri,%2016%20Dec%202016%2019:16:31%20GMT	https://infinityhospitalitygroup.com/robots.txt		(from )
11:31:55	97170/97170	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2005:35:21%20GMT	https://infinityhospitalitygroup.com/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/index.html	(from )
11:31:57	6275/6275	---M--	200	added ('OK')	application/x-javascript	date:Fri,%2003%20May%202024%2018:15:44%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/w3-total-cache/pub/js/lazyload.min.js	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/w3-total-cache/pub/js/lazyload.min.js	(from https://infinityhospitalitygroup.com/)
11:31:59	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2006%20Jun%202024%2006:01:59%20GMT	https://infinityhospitalitygroup.com/xmlrpc.php	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/xmlrpc.1.delayed	(from https://infinityhospitalitygroup.com/)
11:32:00	3744/3744	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Mar%202024%2014:50:45%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/announcer/public/css/style.css?ver=6.0.1	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/announcer/public/css/style37ad.css	(from https://infinityhospitalitygroup.com/)
11:32:01	8895/8895	---MCZ	200	added ('OK')	application/rss+xml	date:Thu,%2006%20Jun%202024%2006:02:02%20GMT	https://infinityhospitalitygroup.com/comments/feed/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/comments/feed/index.html	(from https://infinityhospitalitygroup.com/)
11:32:02	290736/290736	---MCZ	200	added ('OK')	application/rss+xml	date:Thu,%2006%20Jun%202024%2006:02:02%20GMT	https://infinityhospitalitygroup.com/feed/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/feed/index.html	(from https://infinityhospitalitygroup.com/)
11:32:02	1970/1970	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Dec%202018%2022:53:33%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/style.css?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/style594d.css	(from https://infinityhospitalitygroup.com/)
11:32:04	31000/31000	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Apr%202024%2013:40:06%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min.css?ver=2.7.31	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/css/font-awesome.min973b.css	(from https://infinityhospitalitygroup.com/)
11:32:06	122997/122997	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Dec%202018%2022:53:33%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/bootstrap.css?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/bootstrap83c1.css	(from https://infinityhospitalitygroup.com/)
11:32:07	46947/46947	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Dec%202018%2022:53:33%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/jquery.mmenu.all.css?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/jquery.mmenu.all83c1.css	(from https://infinityhospitalitygroup.com/)
11:32:09	584/584	---M--	200	added ('OK')	text/css	date:Fri,%2004%20May%202018%2021:20:49%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-child/style.css?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-child/style83c1.css	(from https://infinityhospitalitygroup.com/)
11:32:09	582394/582394	---M--	200	added ('OK')	text/css	date:Wed,%2003%20Apr%202024%2014:36:21%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/the-flavour-style.css?ver=1712154981	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/the-flavour-style9b7b.css	(from https://infinityhospitalitygroup.com/)
11:32:10	19914/19914	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Dec%202018%2022:53:33%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/prettyPhoto.css?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/prettyPhoto83c1.css	(from https://infinityhospitalitygroup.com/)
11:32:12	72259/72259	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Dec%202018%2022:53:33%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/animate.css?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/css/animate83c1.css	(from https://infinityhospitalitygroup.com/)
11:32:12	2566/2566	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Apr%202024%2013:40:07%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/background.css?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/css/background594d.css	(from https://infinityhospitalitygroup.com/)
11:32:14	87553/87553	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2008%20Nov%202023%2018:55:35%20GMT	https://infinityhospitalitygroup.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://infinityhospitalitygroup.com/)
11:32:16	13577/13577	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2009%20Aug%202023%2016:55:27%20GMT	https://infinityhospitalitygroup.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://infinityhospitalitygroup.com/)
11:32:17	10431/10431	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2011%20Mar%202024%2014:50:45%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/announcer/public/js/script.js?ver=6.0.1	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/announcer/public/js/script37ad.js	(from https://infinityhospitalitygroup.com/)
11:32:18	13322/13322	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/modernizr.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/modernizr.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:32:20	29097/29097	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/bootstrap.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/bootstrap.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:32:21	10802/10802	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.touchSwipe.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.touchSwipe.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:32:22	2429/2429	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/html5shiv.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/html5shiv83c1.js	(from https://infinityhospitalitygroup.com/)
11:32:24	4377/4377	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/respond.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lib/respond.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:32:27	48981/48981	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Jun%202024%2006:02:26%20GMT	https://infinityhospitalitygroup.com/wp-json/wp/v2/pages/6	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-json/wp/v2/pages/6.json	(from https://infinityhospitalitygroup.com/)
11:32:27	219530/219530	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Jun%202024%2006:02:26%20GMT	https://infinityhospitalitygroup.com/wp-json/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-json/index.html	(from https://infinityhospitalitygroup.com/)
11:32:28	883/883	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Jun%202024%2006:02:29%20GMT	https://infinityhospitalitygroup.com/xmlrpc.php?rsd	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/xmlrpc0db0.php	(from https://infinityhospitalitygroup.com/)
11:32:30	2370/2370	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Jun%202024%2006:02:30%20GMT	https://infinityhospitalitygroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finfinityhospitalitygroup.com%2F	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-json/oembed/1.0/embed40ce.json	(from https://infinityhospitalitygroup.com/)
11:32:32	2906/2906	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Jun%202024%2006:02:32%20GMT	https://infinityhospitalitygroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finfinityhospitalitygroup.com%2F&format=xml	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-json/oembed/1.0/embed50e2	(from https://infinityhospitalitygroup.com/)
11:32:32	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2006%20Jun%202024%2006:02:33%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/My%20Web%20Sites/Events/www.googletagmanager.com/gtm.185445.delayed	(from https://infinityhospitalitygroup.com/)
11:32:34	1296/1296	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Aug%202019%2014:10:19%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-32x32.png	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-32x32.png	(from https://infinityhospitalitygroup.com/)
11:32:35	6438/6438	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Aug%202019%2014:10:18%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-192x192.png	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-192x192.png	(from https://infinityhospitalitygroup.com/)
11:32:37	6038/6038	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Aug%202019%2014:10:19%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-180x180.png	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/08/cropped-IH_Logo_512x512-1-180x180.png	(from https://infinityhospitalitygroup.com/)
11:32:42	79010/79010	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:39%20GMT	https://infinityhospitalitygroup.com/about-us/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/about-us/index.html	(from https://infinityhospitalitygroup.com/)
11:32:42	67106/67106	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:40%20GMT	https://infinityhospitalitygroup.com/event-services/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/event-services/index.html	(from https://infinityhospitalitygroup.com/)
11:32:43	174608/174608	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:40%20GMT	https://infinityhospitalitygroup.com/staff/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/staff/index.html	(from https://infinityhospitalitygroup.com/)
11:32:44	275751/275751	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202020%2021:32:50%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2020/05/IH_Home-page_9.jpg	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2020/05/IH_Home-page_9.jpg	(from https://infinityhospitalitygroup.com/)
11:32:46	135992/135992	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:46%20GMT	https://infinityhospitalitygroup.com/blog/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/blog/index.html	(from https://infinityhospitalitygroup.com/)
11:32:47	75567/75567	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:46%20GMT	https://infinityhospitalitygroup.com/weddings/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/weddings/index.html	(from https://infinityhospitalitygroup.com/)
11:32:48	117395/117395	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:46%20GMT	https://infinityhospitalitygroup.com/corporate-events/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/corporate-events/index.html	(from https://infinityhospitalitygroup.com/)
11:32:48	75183/75183	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:46%20GMT	https://infinityhospitalitygroup.com/social-gatherings/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/social-gatherings/index.html	(from https://infinityhospitalitygroup.com/)
11:32:49	15261/15261	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Aug%202019%2014:04:51%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/08/IH_Logo_400x200-White.png	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/08/IH_Logo_400x200-White.png	(from https://infinityhospitalitygroup.com/)
11:32:50	142708/142708	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:49%20GMT	https://infinityhospitalitygroup.com/blog/ideas-advice/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/blog/ideas-advice/index.html	(from https://infinityhospitalitygroup.com/)
11:32:51	146848/146848	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:50%20GMT	https://infinityhospitalitygroup.com/blog/real-weddings/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/blog/real-weddings/index.html	(from https://infinityhospitalitygroup.com/)
11:32:52	115277/115277	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:51%20GMT	https://infinityhospitalitygroup.com/category/corporate-events/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/category/corporate-events/index.html	(from https://infinityhospitalitygroup.com/)
11:32:54	93046/93046	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:53%20GMT	https://infinityhospitalitygroup.com/gallery/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/gallery/index.html	(from https://infinityhospitalitygroup.com/)
11:32:55	57371/57371	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:54%20GMT	https://infinityhospitalitygroup.com/employment-opportunities/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/employment-opportunities/index.html	(from https://infinityhospitalitygroup.com/)
11:32:56	67160/67160	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:02:54%20GMT	https://infinityhospitalitygroup.com/contact/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/contact/index.html	(from https://infinityhospitalitygroup.com/)
11:32:56	314196/314196	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202020%2021:45:02%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2020/05/IH_Home-page_11.jpg	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2020/05/IH_Home-page_11.jpg	(from https://infinityhospitalitygroup.com/)
11:32:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202024%2006:02:57%20GMT	https://infinityhospitalitygroup.com/about-us	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/about-us.1f.delayed	(from https://infinityhospitalitygroup.com/)
11:32:58	0/-1	---M--	301	error ('')			https://infinityhospitalitygroup.com/about-us	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/about-us.20.delayed	(from https://infinityhospitalitygroup.com/)
11:33:00	221789/221789	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jul%202019%2019:40:33%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/07/Jenna-Ben_Bell-Tower-Wedding_11.jpg	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/07/Jenna-Ben_Bell-Tower-Wedding_11.jpg	(from https://infinityhospitalitygroup.com/)
11:33:02	197081/197081	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jul%202019%2020:59:01%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2019/07/Arconic-Awards_Bridge-Building_12.jpg	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2019/07/Arconic-Awards_Bridge-Building_12.jpg	(from https://infinityhospitalitygroup.com/)
11:33:03	285244/285244	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Aug%202019%2020:42:27%20GMT	https://infinityhospitalitygroup.com/wp-content/uploads/2018/11/Hudson-Group_Bridge-Building_1-51.jpg	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/uploads/2018/11/Hudson-Group_Bridge-Building_1-51.jpg	(from https://infinityhospitalitygroup.com/)
11:33:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202024%2006:03:04%20GMT	https://infinityhospitalitygroup.com/contact	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/contact.24.delayed	(from https://infinityhospitalitygroup.com/)
11:33:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202024%2006:03:06%20GMT	https://infinityhospitalitygroup.com/blog	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/blog.25.delayed	(from https://infinityhospitalitygroup.com/)
11:33:07	379/379	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2005%20Jun%202024%2012:19:52%20GMT	https://tracker.metricool.com/resources/be.js	D:/My%20Web%20Sites/Events/tracker.metricool.com/resources/be.js	(from https://infinityhospitalitygroup.com/)
11:33:08	539/539	---M--	200	added ('OK')	text/css	date:Mon,%2015%20Apr%202024%2017:01:50%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/meeting-scheduler-by-vcita/assets/style/widget_v4.4.0.css?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/meeting-scheduler-by-vcita/assets/style/widget_v4.4.0594d.css	(from https://infinityhospitalitygroup.com/)
11:33:09	51889/51889	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2006:03:09%20GMT	https://infinityhospitalitygroup.com/privacy-policy/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/privacy-policy/index.html	(from https://infinityhospitalitygroup.com/)
11:33:09	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Thu,%2006%20Jun%202024%2006:03:09%20GMT	https://infinityhospitalitygroup.com/holiday-wedding-venue-giveaway/	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/holiday-wedding-venue-giveaway/index.html	(from https://infinityhospitalitygroup.com/)
11:33:09	5520/5520	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2008%20Nov%202023%2018:55:35%20GMT	https://infinityhospitalitygroup.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-includes/js/imagesloaded.minbb93.js	(from https://infinityhospitalitygroup.com/)
11:33:11	54780/54780	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.carouFredSel-6.2.1-packed.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.carouFredSel-6.2.1-packed83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:12	42609/42609	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.prettyPhoto.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.prettyPhoto83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:14	3484/3484	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.customInput.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.customInput83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:15	2253/2253	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/scrollTo.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/scrollTo.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:17	35866/35866	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.mmenu.min.all.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.mmenu.min.all83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:19	39912/39912	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/selectize.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/selectize.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:20	1740/1740	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.parallax.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/jquery.parallax83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:22	17334/17334	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2030%20Mar%202023%2014:11:54%20GMT	https://infinityhospitalitygroup.com/wp-includes/js/jquery/ui/effect.min.js?ver=1.13.2	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-includes/js/jquery/ui/effect.min3f14.js	(from https://infinityhospitalitygroup.com/)
11:33:23	26654/26654	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lazysizes.min.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/lazysizes.min83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:25	51738/51738	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/general.js?ver=2.0.15	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/js/general83c1.js	(from https://infinityhospitalitygroup.com/)
11:33:25	7388/7388	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Apr%202024%2013:40:07%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/core.js?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/core594d.js	(from https://infinityhospitalitygroup.com/)
11:33:27	1381/1381	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Apr%202024%2013:40:07%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/transition.js?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/transition594d.js	(from https://infinityhospitalitygroup.com/)
11:33:28	6741/6741	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Apr%202024%2013:40:07%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.js?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background594d.js	(from https://infinityhospitalitygroup.com/)
11:33:29	385/385	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Apr%202024%2013:40:07%20GMT	https://infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.init.js?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/plugins/unyson/framework/extensions/shortcodes/shortcodes/section/static/js/background.init594d.js	(from https://infinityhospitalitygroup.com/)
11:33:31	1586/1586	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/framework-customizations/extensions/shortcodes/shortcodes/testimonials/static/js/scripts.js?ver=0ef513fc9c3706508cb69a70442ebd63	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/framework-customizations/extensions/shortcodes/shortcodes/testimonials/static/js/scripts594d.js	(from https://infinityhospitalitygroup.com/)
11:33:32	4483/4483	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2010%20Dec%202018%2022:53:34%20GMT	https://infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/framework-customizations/extensions/media/extensions/slider/extensions/fade-slider/static/js/fade-slider.js?ver=2.7.31	D:/My%20Web%20Sites/Events/infinityhospitalitygroup.com/wp-content/themes/theflavour-parent/framework-customizations/extensions/media/extensions/slider/extensions/fade-slider/static/js/fade-slider973b.js	(from https://infinityhospitalitygroup.com/)
